recording_filename_well,treatment_timepoint,condition,cell_line,batch,age_DPD
AP3_47plusDIV22_D3,NA,NA,KOLF,1,22
AP3_47plusDIV29_A1,NA,NA,KOLF,1,29
AP3_47plusDIV29_A2,NA,NA,KOLF,1,29
AP3_47plusDIV29_A3,NA,NA,KOLF,1,29
AP3_47plusDIV29_B1,NA,NA,KOLF,1,29
AP3_47plusDIV29_B2,NA,NA,KOLF,1,29
AP3_47plusDIV29_B3,NA,NA,KOLF,1,29
AP3_47plusDIV29_C1,NA,NA,KOLF,1,29
AP3_47plusDIV29_C2,NA,NA,KOLF,1,29
AP3_47plusDIV29_C3,NA,NA,KOLF,1,29
AP3_47plusDIV29_D1,NA,NA,KOLF,1,29
AP3_47plusDIV29_D2,NA,NA,KOLF,1,29
AP3_47plusDIV29_D3,NA,NA,KOLF,1,29
AP3_47plusDIV37_A1,7days,Vehicle,KOLF,1,37
AP3_47plusDIV37_A2,7days,Vehicle,KOLF,1,37
AP3_47plusDIV37_A3,7days,Vehicle,KOLF,1,37
AP3_47plusDIV37_B1,7days,Vehicle,KOLF,1,37
AP3_47plusDIV37_B2,7days,Vehicle,KOLF,1,37
AP3_47plusDIV37_B3,7days,Vehicle,KOLF,1,37
AP3_47plusDIV37_C1,7days,E2,KOLF,1,37
AP3_47plusDIV37_C2,7days,E2,KOLF,1,37
AP3_47plusDIV37_C3,7days,E2,KOLF,1,37
AP3_47plusDIV37_D1,7days,E2,KOLF,1,37
AP3_47plusDIV37_D2,7days,E2,KOLF,1,37
AP3_47plusDIV37_D3,7days,E2,KOLF,1,37
AP2_47plusDIV6_A1,NA,NA,KOLF,2,6
AP2_47plusDIV6_A2,NA,NA,KOLF,2,6
AP2_47plusDIV6_A3,NA,NA,KOLF,2,6
AP2_47plusDIV6_B1,NA,NA,KOLF,2,6
AP2_47plusDIV6_B2,NA,NA,KOLF,2,6
AP2_47plusDIV6_B3,NA,NA,KOLF,2,6
AP2_47plusDIV6_C1,NA,NA,KOLF,2,6
AP2_47plusDIV6_C2,NA,NA,KOLF,2,6
AP2_47plusDIV6_C3,NA,NA,KOLF,2,6
AP2_47plusDIV6_D1,NA,NA,KOLF,2,6
AP2_47plusDIV6_D2,NA,NA,KOLF,2,6
AP2_47plusDIV6_D3,NA,NA,KOLF,2,6
AP2_47plusDIV15_A1,NA,NA,KOLF,2,15
AP2_47plusDIV15_A2,NA,NA,KOLF,2,15
AP2_47plusDIV15_A3,NA,NA,KOLF,2,15
AP2_47plusDIV15_B1,NA,NA,KOLF,2,15
AP2_47plusDIV15_B2,NA,NA,KOLF,2,15
AP2_47plusDIV15_B3,NA,NA,KOLF,2,15
AP2_47plusDIV15_C1,NA,NA,KOLF,2,15
AP2_47plusDIV15_C2,NA,NA,KOLF,2,15
AP2_47plusDIV15_C3,NA,NA,KOLF,2,15
AP2_47plusDIV15_D1,NA,NA,KOLF,2,15
AP2_47plusDIV15_D2,NA,NA,KOLF,2,15
AP2_47plusDIV15_D3,NA,NA,KOLF,2,15
AP2_47plusDIV22_A1,NA,NA,KOLF,2,22
AP2_47plusDIV22_A2,NA,NA,KOLF,2,22
AP2_47plusDIV22_A3,NA,NA,KOLF,2,22
AP2_47plusDIV22_B1,NA,NA,KOLF,2,22
AP2_47plusDIV22_B2,NA,NA,KOLF,2,22
AP2_47plusDIV22_B3,NA,NA,KOLF,2,22
AP2_47plusDIV22_C1,NA,NA,KOLF,2,22
AP2_47plusDIV22_C2,NA,NA,KOLF,2,22
AP2_47plusDIV22_C3,NA,NA,KOLF,2,22
AP2_47plusDIV22_D1,NA,NA,KOLF,2,22
AP2_47plusDIV22_D2,NA,NA,KOLF,2,22
AP2_47plusDIV22_D3,NA,NA,KOLF,2,22
AP2_47plusDIV29_A1,NA,NA,KOLF,2,29
AP2_47plusDIV29_A2,NA,NA,KOLF,2,29
AP2_47plusDIV29_A3,NA,NA,KOLF,2,29
AP2_47plusDIV29_B1,NA,NA,KOLF,2,29
AP2_47plusDIV29_B2,NA,NA,KOLF,2,29
AP2_47plusDIV29_B3,NA,NA,KOLF,2,29
AP2_47plusDIV29_C1,NA,NA,KOLF,2,29
AP2_47plusDIV29_C2,NA,NA,KOLF,2,29
AP2_47plusDIV29_C3,NA,NA,KOLF,2,29
AP2_47plusDIV29_D1,NA,NA,KOLF,2,29
AP2_47plusDIV29_D2,NA,NA,KOLF,2,29
AP2_47plusDIV29_D3,NA,NA,KOLF,2,29
AP2_47plusDIV37_A1,7days,Vehicle,KOLF,2,37
AP2_47plusDIV37_A2,7days,Vehicle,KOLF,2,37
AP2_47plusDIV37_A3,7days,Vehicle,KOLF,2,37
AP2_47plusDIV37_B1,7days,Vehicle,KOLF,2,37
AP2_47plusDIV37_B2,7days,Vehicle,KOLF,2,37
AP2_47plusDIV37_B3,7days,Vehicle,KOLF,2,37
AP2_47plusDIV37_C1,7days,E2,KOLF,2,37
AP2_47plusDIV37_C2,7days,E2,KOLF,2,37
AP2_47plusDIV37_C3,7days,E2,KOLF,2,37
AP2_47plusDIV37_D1,7days,E2,KOLF,2,37
AP2_47plusDIV37_D2,7days,E2,KOLF,2,37
AP2_47plusDIV37_D3,7days,E2,KOLF,2,37
AP41_45plusDIV15_A1,NA,NA,KOLF,3,15
AP41_45plusDIV15_A2,NA,NA,KOLF,3,15
AP41_45plusDIV15_A3,NA,NA,KOLF,3,15
AP41_45plusDIV15_A4,NA,NA,KOLF,3,15
AP41_45plusDIV15_A5,NA,NA,KOLF,3,15
AP41_45plusDIV15_A6,NA,NA,KOLF,3,15
AP41_45plusDIV15_B1,NA,NA,KOLF,3,15
AP41_45plusDIV15_B2,NA,NA,KOLF,3,15
AP41_45plusDIV15_B3,NA,NA,KOLF,3,15
AP41_45plusDIV15_B4,NA,NA,KOLF,3,15
AP41_45plusDIV15_B5,NA,NA,KOLF,3,15
AP41_45plusDIV15_B6,NA,NA,KOLF,3,15
AP41_45plusDIV15_C1,NA,NA,KOLF,3,15
AP41_45plusDIV15_C2,NA,NA,KOLF,3,15
AP41_45plusDIV15_C3,NA,NA,KOLF,3,15
AP41_45plusDIV15_C4,NA,NA,KOLF,3,15
AP41_45plusDIV15_C5,NA,NA,KOLF,3,15
AP41_45plusDIV15_C6,NA,NA,KOLF,3,15
AP41_45plusDIV15_D1,NA,NA,KOLF,3,15
AP41_45plusDIV15_D2,NA,NA,KOLF,3,15
AP41_45plusDIV15_D3,NA,NA,KOLF,3,15
AP41_45plusDIV15_D4,NA,NA,KOLF,3,15
AP41_45plusDIV15_D5,NA,NA,KOLF,3,15
AP41_45plusDIV15_D6,NA,NA,KOLF,3,15
AP41_45plusDIV22_A1,NA,NA,KOLF,3,22
AP41_45plusDIV22_A2,NA,NA,KOLF,3,22
AP41_45plusDIV22_A3,NA,NA,KOLF,3,22
AP41_45plusDIV22_A4,NA,NA,KOLF,3,22
AP41_45plusDIV22_A5,NA,NA,KOLF,3,22
AP41_45plusDIV22_A6,NA,NA,KOLF,3,22
AP41_45plusDIV22_B1,NA,NA,KOLF,3,22
AP41_45plusDIV22_B2,NA,NA,KOLF,3,22
AP41_45plusDIV22_B3,NA,NA,KOLF,3,22
AP41_45plusDIV22_B4,NA,NA,KOLF,3,22
AP41_45plusDIV22_B5,NA,NA,KOLF,3,22
AP41_45plusDIV22_B6,NA,NA,KOLF,3,22
AP41_45plusDIV22_C1,NA,NA,KOLF,3,22
AP41_45plusDIV22_C2,NA,NA,KOLF,3,22
AP41_45plusDIV22_C3,NA,NA,KOLF,3,22
AP41_45plusDIV22_C4,NA,NA,KOLF,3,22
AP41_45plusDIV22_C5,NA,NA,KOLF,3,22
AP41_45plusDIV22_C6,NA,NA,KOLF,3,22
AP41_45plusDIV22_D1,NA,NA,KOLF,3,22
AP41_45plusDIV22_D2,NA,NA,KOLF,3,22
AP41_45plusDIV22_D3,NA,NA,KOLF,3,22
AP41_45plusDIV22_D4,NA,NA,KOLF,3,22
AP41_45plusDIV22_D5,NA,NA,KOLF,3,22
AP41_45plusDIV22_D6,NA,NA,KOLF,3,22
AP41_45plusDIV29_A1,NA,NA,KOLF,3,29
AP41_45plusDIV29_A2,NA,NA,KOLF,3,29
AP41_45plusDIV29_A3,NA,NA,KOLF,3,29
AP41_45plusDIV29_A4,NA,NA,KOLF,3,29
AP41_45plusDIV29_A5,NA,NA,KOLF,3,29
AP41_45plusDIV29_A6,NA,NA,KOLF,3,29
AP41_45plusDIV29_B1,NA,NA,KOLF,3,29
AP41_45plusDIV29_B2,NA,NA,KOLF,3,29
AP41_45plusDIV29_B3,NA,NA,KOLF,3,29
AP41_45plusDIV29_B4,NA,NA,KOLF,3,29
AP41_45plusDIV29_B5,NA,NA,KOLF,3,29
AP41_45plusDIV29_B6,NA,NA,KOLF,3,29
AP41_45plusDIV29_C1,NA,NA,KOLF,3,29
AP41_45plusDIV29_C2,NA,NA,KOLF,3,29
AP41_45plusDIV29_C3,NA,NA,KOLF,3,29
AP41_45plusDIV29_C4,NA,NA,KOLF,3,29
AP41_45plusDIV29_C5,NA,NA,KOLF,3,29
AP41_45plusDIV29_C6,NA,NA,KOLF,3,29
AP41_45plusDIV29_D1,NA,NA,KOLF,3,29
AP41_45plusDIV29_D2,NA,NA,KOLF,3,29
AP41_45plusDIV29_D3,NA,NA,KOLF,3,29
AP41_45plusDIV29_D4,NA,NA,KOLF,3,29
AP41_45plusDIV29_D5,NA,NA,KOLF,3,29
AP41_45plusDIV29_D6,NA,NA,KOLF,3,29
AP41_45plusDIV37_A1,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_A2,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_A3,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_A4,72hrs,Vehicle,KOLF,3,37
AP41_45plusDIV37_A5,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_A6,72hrs,chLTP,KOLF,3,37
AP41_45plusDIV37_B1,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_B2,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_B3,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_B4,72hrs,Vehicle,KOLF,3,37
AP41_45plusDIV37_B5,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_B6,72hrs,chLTP,KOLF,3,37
AP41_45plusDIV37_C1,72hrs,chLTP,KOLF,3,37
AP41_45plusDIV37_C2,72hrs,Vehicle,KOLF,3,37
AP41_45plusDIV37_C3,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_C4,72hrs,Vehicle,KOLF,3,37
AP41_45plusDIV37_C5,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_C6,72hrs,chLTP,KOLF,3,37
AP41_45plusDIV37_D1,72hrs,chLTP,KOLF,3,37
AP41_45plusDIV37_D2,72hrs,Vehicle,KOLF,3,37
AP41_45plusDIV37_D3,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_D4,72hrs,Vehicle,KOLF,3,37
AP41_45plusDIV37_D5,72hrs,E2,KOLF,3,37
AP41_45plusDIV37_D6,72hrs,chLTP,KOLF,3,37
AP41_45plusDIV6_A1,NA,NA,KOLF,3,6
AP41_45plusDIV6_A2,NA,NA,KOLF,3,6
AP41_45plusDIV6_A3,NA,NA,KOLF,3,6
AP41_45plusDIV6_A4,NA,NA,KOLF,3,6
AP41_45plusDIV6_A5,NA,NA,KOLF,3,6
AP41_45plusDIV6_A6,NA,NA,KOLF,3,6
AP41_45plusDIV6_B1,NA,NA,KOLF,3,6
AP41_45plusDIV6_B2,NA,NA,KOLF,3,6
AP41_45plusDIV6_B3,NA,NA,KOLF,3,6
AP41_45plusDIV6_B4,NA,NA,KOLF,3,6
AP41_45plusDIV6_B5,NA,NA,KOLF,3,6
AP41_45plusDIV6_B6,NA,NA,KOLF,3,6
AP41_45plusDIV6_C1,NA,NA,KOLF,3,6
AP41_45plusDIV6_C2,NA,NA,KOLF,3,6
AP41_45plusDIV6_C3,NA,NA,KOLF,3,6
AP41_45plusDIV6_C4,NA,NA,KOLF,3,6
AP41_45plusDIV6_C5,NA,NA,KOLF,3,6
AP41_45plusDIV6_C6,NA,NA,KOLF,3,6
AP41_45plusDIV6_D1,NA,NA,KOLF,3,6
AP41_45plusDIV6_D2,NA,NA,KOLF,3,6
AP41_45plusDIV6_D3,NA,NA,KOLF,3,6
AP41_45plusDIV6_D4,NA,NA,KOLF,3,6
AP41_45plusDIV6_D5,NA,NA,KOLF,3,6
AP41_45plusDIV6_D6,NA,NA,KOLF,3,6
AP42_45plusDIV15_A1,NA,NA,KOLF,3,15
AP42_45plusDIV15_A2,NA,NA,KOLF,3,15
AP42_45plusDIV15_A3,NA,NA,KOLF,3,15
AP42_45plusDIV15_A4,NA,NA,KOLF,3,15
AP42_45plusDIV15_A5,NA,NA,KOLF,3,15
AP42_45plusDIV15_A6,NA,NA,KOLF,3,15
AP42_45plusDIV15_B1,NA,NA,KOLF,3,15
AP42_45plusDIV15_B2,NA,NA,KOLF,3,15
AP42_45plusDIV15_B3,NA,NA,KOLF,3,15
AP42_45plusDIV15_B4,NA,NA,KOLF,3,15
AP42_45plusDIV15_B5,NA,NA,KOLF,3,15
AP42_45plusDIV15_B6,NA,NA,KOLF,3,15
AP42_45plusDIV15_C1,NA,NA,KOLF,3,15
AP42_45plusDIV15_C2,NA,NA,KOLF,3,15
AP42_45plusDIV15_C3,NA,NA,KOLF,3,15
AP42_45plusDIV15_C4,NA,NA,KOLF,3,15
AP42_45plusDIV15_C5,NA,NA,KOLF,3,15
AP42_45plusDIV15_C6,NA,NA,KOLF,3,15
AP42_45plusDIV15_D1,NA,NA,KOLF,3,15
AP42_45plusDIV15_D2,NA,NA,KOLF,3,15
AP42_45plusDIV15_D3,NA,NA,KOLF,3,15
AP42_45plusDIV15_D4,NA,NA,KOLF,3,15
AP42_45plusDIV15_D5,NA,NA,KOLF,3,15
AP42_45plusDIV15_D6,NA,NA,KOLF,3,15
AP42_45plusDIV22_A1,NA,NA,KOLF,3,22
AP42_45plusDIV22_A2,NA,NA,KOLF,3,22
AP42_45plusDIV22_A3,NA,NA,KOLF,3,22
AP42_45plusDIV22_A4,NA,NA,KOLF,3,22
AP42_45plusDIV22_A5,NA,NA,KOLF,3,22
AP42_45plusDIV22_A6,NA,NA,KOLF,3,22
AP42_45plusDIV22_B1,NA,NA,KOLF,3,22
AP42_45plusDIV22_B2,NA,NA,KOLF,3,22
AP42_45plusDIV22_B3,NA,NA,KOLF,3,22
AP42_45plusDIV22_B4,NA,NA,KOLF,3,22
AP42_45plusDIV22_B5,NA,NA,KOLF,3,22
AP42_45plusDIV22_B6,NA,NA,KOLF,3,22
AP42_45plusDIV22_C1,NA,NA,KOLF,3,22
AP42_45plusDIV22_C2,NA,NA,KOLF,3,22
AP42_45plusDIV22_C3,NA,NA,KOLF,3,22
AP42_45plusDIV22_C4,NA,NA,KOLF,3,22
AP42_45plusDIV22_C5,NA,NA,KOLF,3,22
AP42_45plusDIV22_C6,NA,NA,KOLF,3,22
AP42_45plusDIV22_D1,NA,NA,KOLF,3,22
AP42_45plusDIV22_D2,NA,NA,KOLF,3,22
AP42_45plusDIV22_D3,NA,NA,KOLF,3,22
AP42_45plusDIV22_D4,NA,NA,KOLF,3,22
AP42_45plusDIV22_D5,NA,NA,KOLF,3,22
AP42_45plusDIV22_D6,NA,NA,KOLF,3,22
AP42_45plusDIV29_A1,7days,Vehicle,KOLF,3,29
AP42_45plusDIV29_A2,7days,Vehicle,KOLF,3,29
AP42_45plusDIV29_A3,7days,Vehicle,KOLF,3,29
AP42_45plusDIV29_A4,7days,Vehicle,KOLF,3,29
AP42_45plusDIV29_A5,7days,Vehicle,KOLF,3,29
AP42_45plusDIV29_A6,7days,Vehicle,KOLF,3,29
AP42_45plusDIV29_B1,7days,E2,KOLF,3,29
AP42_45plusDIV29_B2,7days,E2,KOLF,3,29
AP42_45plusDIV29_B3,7days,E2,KOLF,3,29
AP42_45plusDIV29_B4,7days,E2,KOLF,3,29
AP42_45plusDIV29_B5,7days,E2,KOLF,3,29
AP42_45plusDIV29_B6,7days,E2,KOLF,3,29
AP42_45plusDIV29_C1,7days,chLTP,KOLF,3,29
AP42_45plusDIV29_C2,7days,chLTP,KOLF,3,29
AP42_45plusDIV29_C3,7days,chLTP,KOLF,3,29
AP42_45plusDIV29_C4,7days,chLTP,KOLF,3,29
AP42_45plusDIV29_C5,7days,chLTP,KOLF,3,29
AP42_45plusDIV29_C6,7days,chLTP,KOLF,3,29
AP42_45plusDIV29_D1,7days,E2,KOLF,3,29
AP42_45plusDIV29_D2,7days,E2,KOLF,3,29
AP42_45plusDIV29_D3,7days,E2,KOLF,3,29
AP42_45plusDIV29_D4,7days,E2,KOLF,3,29
AP42_45plusDIV29_D5,7days,E2,KOLF,3,29
AP42_45plusDIV29_D6,7days,E2,KOLF,3,29
AP42_45plusDIV6_A1,NA,NA,KOLF,3,6
AP42_45plusDIV6_A2,NA,NA,KOLF,3,6
AP42_45plusDIV6_A3,NA,NA,KOLF,3,6
AP42_45plusDIV6_A4,NA,NA,KOLF,3,6
AP42_45plusDIV6_A5,NA,NA,KOLF,3,6
AP42_45plusDIV6_A6,NA,NA,KOLF,3,6
AP42_45plusDIV6_B1,NA,NA,KOLF,3,6
AP42_45plusDIV6_B2,NA,NA,KOLF,3,6
AP42_45plusDIV6_B3,NA,NA,KOLF,3,6
AP42_45plusDIV6_B4,NA,NA,KOLF,3,6
AP42_45plusDIV6_B5,NA,NA,KOLF,3,6
AP42_45plusDIV6_B6,NA,NA,KOLF,3,6
AP42_45plusDIV6_C1,NA,NA,KOLF,3,6
AP42_45plusDIV6_C2,NA,NA,KOLF,3,6
AP42_45plusDIV6_C3,NA,NA,KOLF,3,6
AP42_45plusDIV6_C4,NA,NA,KOLF,3,6
AP42_45plusDIV6_C5,NA,NA,KOLF,3,6
AP42_45plusDIV6_C6,NA,NA,KOLF,3,6
AP42_45plusDIV6_D1,NA,NA,KOLF,3,6
AP42_45plusDIV6_D2,NA,NA,KOLF,3,6
AP42_45plusDIV6_D3,NA,NA,KOLF,3,6
AP42_45plusDIV6_D4,NA,NA,KOLF,3,6
AP42_45plusDIV6_D5,NA,NA,KOLF,3,6
AP42_45plusDIV6_D6,NA,NA,KOLF,3,6
AP2_47plusDIV6_A4,NA,NA,SCT,1,6
AP2_47plusDIV6_A5,NA,NA,SCT,1,6
AP2_47plusDIV6_A6,NA,NA,SCT,1,6
AP2_47plusDIV6_B4,NA,NA,SCT,1,6
AP2_47plusDIV6_B5,NA,NA,SCT,1,6
AP2_47plusDIV6_B6,NA,NA,SCT,1,6
AP2_47plusDIV6_C4,NA,NA,SCT,1,6
AP2_47plusDIV6_C5,NA,NA,SCT,1,6
AP2_47plusDIV6_C6,NA,NA,SCT,1,6
AP2_47plusDIV6_D4,NA,NA,SCT,1,6
AP2_47plusDIV6_D5,NA,NA,SCT,1,6
AP2_47plusDIV6_D6,NA,NA,SCT,1,6
AP2_47plusDIV15_A4,NA,NA,SCT,1,15
AP2_47plusDIV15_A5,NA,NA,SCT,1,15
AP2_47plusDIV15_A6,NA,NA,SCT,1,15
AP2_47plusDIV15_B4,NA,NA,SCT,1,15
AP2_47plusDIV15_B5,NA,NA,SCT,1,15
AP2_47plusDIV15_B6,NA,NA,SCT,1,15
AP2_47plusDIV15_C4,NA,NA,SCT,1,15
AP2_47plusDIV15_C5,NA,NA,SCT,1,15
AP2_47plusDIV15_C6,NA,NA,SCT,1,15
AP2_47plusDIV15_D4,NA,NA,SCT,1,15
AP2_47plusDIV15_D5,NA,NA,SCT,1,15
AP2_47plusDIV15_D6,NA,NA,SCT,1,15
AP2_47plusDIV22_A4,NA,NA,SCT,1,22
AP2_47plusDIV22_A5,NA,NA,SCT,1,22
AP2_47plusDIV22_A6,NA,NA,SCT,1,22
AP2_47plusDIV22_B4,NA,NA,SCT,1,22
AP2_47plusDIV22_B5,NA,NA,SCT,1,22
AP2_47plusDIV22_B6,NA,NA,SCT,1,22
AP2_47plusDIV22_C4,NA,NA,SCT,1,22
AP2_47plusDIV22_C5,NA,NA,SCT,1,22
AP2_47plusDIV22_C6,NA,NA,SCT,1,22
AP2_47plusDIV22_D4,NA,NA,SCT,1,22
AP2_47plusDIV22_D5,NA,NA,SCT,1,22
AP2_47plusDIV22_D6,NA,NA,SCT,1,22
AP2_47plusDIV29_A4,NA,NA,SCT,1,29
AP2_47plusDIV29_A5,NA,NA,SCT,1,29
AP2_47plusDIV29_A6,NA,NA,SCT,1,29
AP2_47plusDIV29_B4,NA,NA,SCT,1,29
AP2_47plusDIV29_B5,NA,NA,SCT,1,29
AP2_47plusDIV29_B6,NA,NA,SCT,1,29
AP2_47plusDIV29_C4,NA,NA,SCT,1,29
AP2_47plusDIV29_C5,NA,NA,SCT,1,29
AP2_47plusDIV29_C6,NA,NA,SCT,1,29
AP2_47plusDIV29_D4,NA,NA,SCT,1,29
AP2_47plusDIV29_D5,NA,NA,SCT,1,29
AP2_47plusDIV29_D6,NA,NA,SCT,1,29
AP2_47plusDIV37_A4,7days,Vehicle,SCT,1,37
AP2_47plusDIV37_A5,7days,Vehicle,SCT,1,37
AP2_47plusDIV37_A6,7days,Vehicle,SCT,1,37
AP2_47plusDIV37_B4,7days,Vehicle,SCT,1,37
AP2_47plusDIV37_B5,7days,Vehicle,SCT,1,37
AP2_47plusDIV37_B6,7days,Vehicle,SCT,1,37
AP2_47plusDIV37_C4,7days,E2,SCT,1,37
AP2_47plusDIV37_C5,7days,E2,SCT,1,37
AP2_47plusDIV37_C6,7days,E2,SCT,1,37
AP2_47plusDIV37_D4,7days,E2,SCT,1,37
AP2_47plusDIV37_D5,7days,E2,SCT,1,37
AP2_47plusDIV37_D6,7days,E2,SCT,1,37
AP4_45plusDIV6_A4,NA,NA,SCT,2,6
AP4_45plusDIV6_A5,NA,NA,SCT,2,6
AP4_45plusDIV6_A6,NA,NA,SCT,2,6
AP4_45plusDIV6_B4,NA,NA,SCT,2,6
AP4_45plusDIV6_B5,NA,NA,SCT,2,6
AP4_45plusDIV6_B6,NA,NA,SCT,2,6
AP4_45plusDIV6_C4,NA,NA,SCT,2,6
AP4_45plusDIV6_C5,NA,NA,SCT,2,6
AP4_45plusDIV6_C6,NA,NA,SCT,2,6
AP4_45plusDIV6_D4,NA,NA,SCT,2,6
AP4_45plusDIV6_D5,NA,NA,SCT,2,6
AP4_45plusDIV6_D6,NA,NA,SCT,2,6
AP4_45plusDIV15_A4,NA,NA,SCT,2,15
AP4_45plusDIV15_A5,NA,NA,SCT,2,15
AP4_45plusDIV15_A6,NA,NA,SCT,2,15
AP4_45plusDIV15_B4,NA,NA,SCT,2,15
AP4_45plusDIV15_B5,NA,NA,SCT,2,15
AP4_45plusDIV15_B6,NA,NA,SCT,2,15
AP4_45plusDIV15_C4,NA,NA,SCT,2,15
AP4_45plusDIV15_C5,NA,NA,SCT,2,15
AP4_45plusDIV15_C6,NA,NA,SCT,2,15
AP4_45plusDIV15_D4,NA,NA,SCT,2,15
AP4_45plusDIV15_D5,NA,NA,SCT,2,15
AP4_45plusDIV15_D6,NA,NA,SCT,2,15
AP4_45plusDIV22_A4,NA,NA,SCT,2,22
AP4_45plusDIV22_A5,NA,NA,SCT,2,22
AP4_45plusDIV22_A6,NA,NA,SCT,2,22
AP4_45plusDIV22_B4,NA,NA,SCT,2,22
AP4_45plusDIV22_B5,NA,NA,SCT,2,22
AP4_45plusDIV22_B6,NA,NA,SCT,2,22
AP4_45plusDIV22_C4,NA,NA,SCT,2,22
AP4_45plusDIV22_C5,NA,NA,SCT,2,22
AP4_45plusDIV22_C6,NA,NA,SCT,2,22
AP4_45plusDIV22_D4,NA,NA,SCT,2,22
AP4_45plusDIV22_D5,NA,NA,SCT,2,22
AP4_45plusDIV22_D6,NA,NA,SCT,2,22
AP4_45plusDIV29_A4,NA,NA,SCT,2,29
AP4_45plusDIV29_A5,NA,NA,SCT,2,29
AP4_45plusDIV29_A6,NA,NA,SCT,2,29
AP4_45plusDIV29_B4,NA,NA,SCT,2,29
AP4_45plusDIV29_B5,NA,NA,SCT,2,29
AP4_45plusDIV29_B6,NA,NA,SCT,2,29
AP4_45plusDIV29_C4,NA,NA,SCT,2,29
AP4_45plusDIV29_C5,NA,NA,SCT,2,29
AP4_45plusDIV29_C6,NA,NA,SCT,2,29
AP4_45plusDIV29_D4,NA,NA,SCT,2,29
AP4_45plusDIV29_D5,NA,NA,SCT,2,29
AP4_45plusDIV29_D6,NA,NA,SCT,2,29
AP4_45plusDIV37_A4,7days,Vehicle,SCT,2,37
AP4_45plusDIV37_A5,7days,Vehicle,SCT,2,37
AP4_45plusDIV37_A6,7days,Vehicle,SCT,2,37
AP4_45plusDIV37_B4,7days,Vehicle,SCT,2,37
AP4_45plusDIV37_B5,7days,Vehicle,SCT,2,37
AP4_45plusDIV37_B6,7days,Vehicle,SCT,2,37
AP4_45plusDIV37_C4,7days,E2,SCT,2,37
AP4_45plusDIV37_C5,7days,E2,SCT,2,37
AP4_45plusDIV37_C6,7days,E2,SCT,2,37
AP4_45plusDIV37_D4,7days,E2,SCT,2,37
AP4_45plusDIV37_D5,7days,E2,SCT,2,37
AP4_45plusDIV37_D6,7days,E2,SCT,2,37
6hrs_45plusDIV29_A1,6hrs,vehicle,KOLF2.1J,3,29
6hrs_45plusDIV29_A2,6hrs,vehicle,KOLF2.1J,3,29
6hrs_45plusDIV29_A3,6hrs,vehicle,KOLF2.1J,3,29
6hrs_45plusDIV29_A4,6hrs,vehicle,KOLF2.1J,3,29
6hrs_45plusDIV29_A5,6hrs,vehicle,KOLF2.1J,3,29
6hrs_45plusDIV29_A6,6hrs,vehicle,KOLF2.1J,3,29
6hrs_45plusDIV29_B1,6hrs,E2,KOLF2.1J,3,29
6hrs_45plusDIV29_B2,6hrs,E2,KOLF2.1J,3,29
6hrs_45plusDIV29_B3,6hrs,E2,KOLF2.1J,3,29
6hrs_45plusDIV29_B4,6hrs,E2,KOLF2.1J,3,29
6hrs_45plusDIV29_B5,6hrs,E2,KOLF2.1J,3,29
6hrs_45plusDIV29_B6,6hrs,E2,KOLF2.1J,3,29
6hrs_45plusDIV29_C1,6hrs,chLTP,KOLF2.1J,3,29
6hrs_45plusDIV29_C2,6hrs,chLTP,KOLF2.1J,3,29
6hrs_45plusDIV29_C3,6hrs,chLTP,KOLF2.1J,3,29
6hrs_45plusDIV29_C4,6hrs,chLTP,KOLF2.1J,3,29
6hrs_45plusDIV29_C5,6hrs,chLTP,KOLF2.1J,3,29
6hrs_45plusDIV29_C6,6hrs,chLTP,KOLF2.1J,3,29
6hrs_45plusDIV29_D1,6hrs,chLTP_E2,KOLF2.1J,3,29
6hrs_45plusDIV29_D2,6hrs,chLTP_E2,KOLF2.1J,3,29
6hrs_45plusDIV29_D3,6hrs,chLTP_E2,KOLF2.1J,3,29
6hrs_45plusDIV29_D4,6hrs,chLTP_E2,KOLF2.1J,3,29
6hrs_45plusDIV29_D5,6hrs,chLTP_E2,KOLF2.1J,3,29
6hrs_45plusDIV29_D6,6hrs,chLTP_E2,KOLF2.1J,3,29
6hrs_45plusDIV34_A1,6hrs,chLTP_E2,KOLF2.1J,3,34
6hrs_45plusDIV34_A2,6hrs,E2,KOLF2.1J,3,34
6hrs_45plusDIV34_A3,6hrs,E2,KOLF2.1J,3,34
6hrs_45plusDIV34_A4,6hrs,vehicle,KOLF2.1J,3,34
6hrs_45plusDIV34_A5,6hrs,chLTP_E2,KOLF2.1J,3,34
6hrs_45plusDIV34_A6,6hrs,chLTP,KOLF2.1J,3,34
6hrs_45plusDIV34_B1,6hrs,chLTP_E2,KOLF2.1J,3,34
6hrs_45plusDIV34_B2,6hrs,E2,KOLF2.1J,3,34
